score,decision_time
137,6.9859721548855305
116,6.949157431838103
180,5.246055521653034
133,5.748916410258971
152,6.833554031793028
168,6.155574441072531
140,8.127054324257188
143,7.870579177862965
158,5.5937298809876665
135,5.503159052925184
141,5.400469263666309
159,7.00913596583996
147,9.826029222109355
157,8.674434136599302
133,5.637073552235961
162,7.407823894172907
179,7.784248689888045
154,9.077952393214218
128,9.401626689941622
180,6.2400117258075625
188,8.158808275824413
115,7.832197437179275
172,7.947400171076879
151,10.219069697894156
165,8.656567518250085
