score,decision_time
147,7.499441681196913
130,9.999663882306777
158,8.817511631990783
148,6.528468442265876
108,8.645825962652452
126,6.440248820115812
145,9.15978081105277
173,8.628617374342866
157,9.362962501589209
136,6.716587755829096
178,5.8571282958146185
148,11.801911128452048
96,8.757303890655749
185,8.825100633664988
139,8.263303464162163
165,7.354619606630877
133,9.292545924545266
203,8.54281831602566
157,8.519001166685484
201,9.263028347981162
176,7.893043935997412
159,9.202673831488937
137,7.067065992858261
139,8.38103969884105
197,8.073261501966044
