score,decision_time
118,11.909367060638033
128,12.686354947276413
159,12.289393531740643
143,12.613965218304656
131,12.640846908907406
178,11.089962795027532
144,15.70873315341305
109,12.880417415639386
173,16.22675678320229
182,11.81998513394501
60,13.038169608684257
116,12.173624855582602
174,11.92196708067786
168,12.365584057988599
117,11.038334444980137
146,10.478295563021675
166,12.269653568975627
140,13.15860725264065
175,11.100398698006757
188,15.100225141155533
105,12.90356723696459
149,15.21109812206123
150,13.671620806097053
145,15.999453413765877
141,14.821624431060627
128,18.173008242505603
143,10.574364279047586
220,14.950416153296828
118,13.444599285023287
146,11.521160776144825
136,12.572410314809531
203,10.509813711047173
155,15.230934521066956
105,11.560181787936017
156,12.19292219390627
171,11.769725986989215
147,13.571793480892666
193,11.19408890674822
182,12.918828393914737
183,12.47569869691506
168,13.755611739004962
142,20.333331511821598
131,11.768677523941733
179,14.661312158103101
113,16.83743097167462
166,13.990961021976545
169,13.378203129861504
167,12.377458150265738
126,15.41040437715128
170,16.130106940167025
138,14.106819495442323
158,12.955732534872368
186,14.107849206891842
156,11.002270625322126
183,13.756118971039541
147,15.127173729124479
146,10.764337339089252
181,15.565816954360344
176,11.540727872983553
141,12.925004372373223
141,12.331738349050283
164,14.708394352230243
155,16.658962942194194
132,16.7438042917056
111,19.43757927895058
130,11.803723067045212
123,14.538726440863684
174,11.819494789117016
111,11.874785926076584
173,10.948479171725921
131,14.502818842069246
200,10.697494321968406
101,16.3504759343341
153,12.943322153179906
142,12.199895168887451
186,16.6291903849924
126,14.631903904140927
156,12.540256221895106
186,13.456291781971231
160,12.662015391746536
140,10.493724088650197
136,10.210638825898059
178,16.896493928157724
99,12.729913157527335
192,21.38942571170628
153,10.770178884849884
117,15.516637184540741
146,13.809967358829454
203,13.221382901188917
158,12.692798394476995
181,12.087549316114746
184,14.876535276998766
150,14.52046191378031
133,11.123388921841979
165,13.324015553225763
127,13.005348662263714
113,14.460576040437445
158,11.086347670876421
201,11.027209444902837
189,15.390164226177149
121,15.244156816159375
124,10.279454415082
135,11.414382699294947
92,14.212368778069504
196,11.596980648930185
122,18.36313442431856
172,15.39202201855369
168,11.56262166670058
134,15.849832193925977
165,12.282566714799032
135,16.298011825885624
139,10.184565472765826
149,13.508747599087656
133,12.584245393169113
176,12.166645762743428
148,12.808297132025473
142,18.047227786039002
176,13.624700681888498
200,11.127361904247664
149,14.415919542196207
133,14.289287083898671
171,13.936757614719681
129,15.469864127109759
185,11.507102015078999
150,14.483129140804522
134,12.382092959946021
130,15.519810278783552
148,13.998752795741893
198,19.337462738971226
117,14.107261032797396
201,12.595467272098176
185,14.84965553903021
173,13.73290458903648
166,13.546954800141975
125,13.050788704073057
131,16.425595387001522
182,15.893875391921028
118,10.785956206964329
154,11.821588842081837
177,13.523148377076723
135,16.87454939901363
147,11.708425718010403
196,14.329682451090775
160,12.218421997735277
143,14.073167096008547
95,14.164895472931676
158,14.987851222162135
151,14.456343179685064
164,10.6834559928393
165,15.1792708869325
111,14.968839184264652
146,10.58130485296715
180,11.772107630036771
180,13.178404596983455
124,11.115834775031544
168,13.457130880909972
120,14.12483544216957
154,16.998746004886925
175,11.450110456789844
155,17.606378191150725
196,15.440712284296751
188,13.05549865134526
110,12.426733783679083
200,15.312150634010322
65,19.185217294376343
216,11.9075486890506
152,14.074400585261174
157,17.096096609020606
182,15.372031500912271
96,12.949653284973465
176,16.053164617042057
119,13.904447369161062
154,12.495640716631897
114,17.98906578705646
160,14.5226700209314
146,14.298012658953667
148,16.546605273149908
143,16.060098652378656
175,11.635554368956946
159,13.946750367060304
129,13.172781894914806
172,15.472707387874834
137,15.737937817000784
143,13.97170569410082
158,10.609798274817877
154,17.775913299177773
140,11.676240350003354
174,12.061637250124477
107,15.782380835385993
151,14.012133534066379
115,13.332028860226274
166,12.186223449418321
116,15.313951834104955
154,14.457896710373461
173,19.385030933772214
151,15.551958087249659
175,10.87466293387115
150,10.855499234749004
142,11.663053777301684
158,14.752615084988065
