score,decision_time
176,9.473886212217622
138,8.033006270066835
162,6.128177792648785
134,10.138233688892797
159,8.543836914235726
113,9.7248545284383
170,9.42234640312381
206,7.1037384901428595
143,7.0161958172684535
131,9.237602403736673
153,9.74063899286557
123,8.101412749732845
177,9.283541395678185
170,8.048988203168847
128,8.306834742659703
140,10.66561068512965
87,9.606241709785536
160,8.427559330593795
161,7.7294346143025905
174,8.842628539423458
176,7.00176214100793
99,11.695608394336887
145,7.503228296060115
169,8.260668977047317
238,7.919618390616961
118,10.39332749787718
155,7.834201820427552
82,7.259918042109348
153,8.040748748462647
167,7.929583070334047
167,6.9058199088322
146,11.79831744916737
186,8.852186316275038
178,6.7054948199074715
106,10.334776572184637
161,7.009944025194272
139,8.84428068867419
131,5.551525150891393
206,6.5511029021581635
161,8.537339322152548
165,7.516447657020763
188,6.5509004349587485
182,6.702933460008353
128,11.290431610075757
127,11.62526652473025
160,8.278723108116537
197,7.973426937125623
176,8.632524780929089
126,7.8799448480131105
192,8.89513133908622
199,8.787672272184864
185,9.262416484067217
142,8.149254736024886
187,7.789286009268835
149,8.384454375016503
133,5.983727924991399
127,11.90455573645886
185,7.8136611700756475
86,8.99202618014533
185,10.678584712208249
184,9.61762022098992
165,8.667175926966593
196,6.968433151720092
147,7.219271850888617
175,7.044330956880003
130,10.744919044314884
143,7.826053062919527
162,10.148351826821454
205,7.256738604977727
136,6.153396574198268
180,7.528092905995436
188,11.004419102915563
179,10.53400284727104
141,9.72621510445606
181,8.555147527134977
209,8.465635401778854
176,8.915397260920145
146,6.9206346571445465
156,7.702622893732041
134,10.293601848068647
201,7.580252279178239
148,8.935058695962653
105,9.860386960906908
134,8.414257092401385
200,7.559637907892466
143,9.78296846547164
143,8.656415754929185
104,8.743231602711603
145,8.800775253912434
108,9.414833138464019
100,7.167049879441038
193,10.436372207594104
136,9.149760381085798
160,9.226521784323268
149,6.175254029803909
123,9.556338166934438
127,8.544413926196285
148,11.110266800504178
107,8.602257870952599
174,8.74575845117215
165,10.525769972940907
159,8.393267758772708
164,7.1027170738670975
129,8.341529616853222
172,9.846977438777685
138,7.755695706815459
174,8.779260391835123
117,8.429176623234525
132,12.709847726742737
145,9.554196842829697
213,9.456611972069368
172,8.273563521914184
145,9.453479134012014
122,8.08367722586263
156,8.501719385851175
172,11.078441835124977
173,6.835482241818681
178,9.340331099112518
195,9.942560184863396
175,7.617655856651254
144,7.528963724151254
174,7.146345316199586
161,10.062003770959564
160,8.792093004914932
173,7.380048529827036
162,8.767208238132298
147,8.10258984612301
179,9.894698331016116
171,8.146118943812326
124,11.373833103571087
179,8.934512709616683
170,8.9664892120054
134,9.314408918959089
168,9.139842720003799
146,8.080993461189792
123,8.150043266941793
135,9.91007711167913
115,8.279484840808436
135,7.732735890313052
86,10.547881201375276
108,8.606751170940697
192,7.999242726829834
170,8.330714084906504
175,9.516658129519783
148,7.5177261487115175
142,7.831714116851799
140,8.105738076148555
194,6.0508856972446665
207,7.682072915951721
175,7.493448790977709
145,8.86650187172927
203,9.230445635155775
206,7.705483964062296
121,9.552160801133141
177,8.104528481489979
198,8.107336090761237
156,10.448777628946118
171,7.522566564963199
199,8.050754495896399
138,9.347174736438319
195,8.068784122006036
159,11.432569534983486
161,10.926617902587168
163,7.380072757368907
149,7.859697885229252
182,8.726154504576698
154,8.314603669801727
151,9.578275101841427
123,7.573551625129767
159,8.501169916940853
148,9.498825386515819
159,8.293746360694058
136,7.06070844095666
129,8.752325007575564
167,7.7887843501521274
157,7.108352156239562
152,7.522700494038872
172,7.937725049792789
177,6.826525840559043
144,9.55996805022005
146,5.956927980994806
116,8.324976705713198
156,10.642942713573575
188,6.604659681208432
170,8.466056074714288
87,9.956492849159986
151,7.869712075800635
118,9.606010572519153
149,6.9221395993372425
167,9.319288768921979
163,7.5360925261629745
147,8.666219635982998
175,6.499826247920282
109,9.338665697607212
147,9.272395292762667
126,5.869517759303562
170,7.478578558773734
178,11.135964986286126
174,7.510951874079183
158,8.534713008324616
