score,decision_time
165,32.382028718013316
157,25.782057694974355
173,45.14893676759675
110,35.176270220195875
115,42.747690049000084
156,27.540903551853262
135,32.181676293956116
175,33.68355768918991
131,42.67741036391817
174,41.08859262126498
202,29.061364072957076
182,27.15730664425064
108,28.578143326798454
146,33.53111966128927
106,29.791286917286925
120,33.84501416515559
174,37.32928777707275
185,31.172843154054135
198,31.61866526817903
144,36.51091561780777
183,34.65150420786813
146,37.858149926993065
104,28.23612864932511
133,38.00701647507958
171,37.79813145287335
137,33.47504649194889
123,26.8980757270474
145,36.24671819712967
144,32.02574639674276
122,40.49738795752637
130,36.230014252942055
169,34.924019434605725
114,36.70529373071622
180,25.481262445217
178,31.26555884280242
200,29.948050171602517
144,28.385058140847832
153,26.96404460107442
161,37.25007964193355
149,30.585946818231605
125,31.30005940666888
189,27.0193260331871
176,27.957892700098455
170,25.80826046189759
134,34.64230224501807
153,33.57716137508396
128,29.23993875226006
173,28.365641937823966
115,37.58415390900336
161,27.837768484605476
128,37.45621207100339
214,31.41473402606789
167,36.03567637084052
180,30.12397258193232
158,27.24453971593175
193,29.08264156698715
150,47.87598790926859
161,30.24694996897597
133,29.634407398989424
180,29.469272722722962
139,45.41759314504452
168,28.512851947685704
132,28.304807091131806
133,40.202303324011154
156,25.131613831152208
130,41.09314550389536
182,33.810550688998774
133,34.47214952984359
182,32.704341417877
141,28.952194079873152
103,33.207148766261525
172,31.194236546871252
143,35.236703034024686
177,38.224019120913
127,30.027883664239198
179,34.98198780103121
133,29.85560489294585
118,33.759993021027185
135,31.729549143929034
171,41.55523915530648
140,35.29711766412947
142,35.91262351209298
105,28.108664886676706
150,39.36980079498608
141,37.601688491995446
163,24.658337529283017
148,28.900180467171595
179,32.85082958370913
142,37.32853270799387
111,29.165853055077605
186,36.20003425178584
154,36.83376949036028
135,25.46763816406019
190,28.966739516123198
107,29.07603751181159
180,23.57446872733999
125,34.56211875309236
189,31.077293012989685
131,30.75839265587274
159,28.382897444767877
130,28.408596117049456
118,29.478865262120962
151,27.340064925840124
110,29.61704290623311
195,33.10026662645396
142,27.884789261617698
170,28.14523892395664
149,27.972252101055346
138,39.5859253029339
171,31.531580777140334
169,35.03538960672449
93,39.64099232770968
118,33.17572760803159
113,40.12121365382336
154,30.9784481478855
168,36.73545886203647
152,35.19593466829974
146,27.217763660824858
134,26.609196062781848
100,33.538876131991856
209,26.826648743008263
163,29.73321307997685
150,32.52803420799319
131,26.657539454870857
169,31.24353835498914
127,28.6482974847313
115,38.31848411890678
104,33.814498560735956
210,35.958582938765176
159,33.4417276190361
102,37.22968161245808
189,25.76061491400469
178,28.96812269021757
151,32.8174411150394
126,33.888484591967426
138,31.172625798964873
172,30.7872478722129
176,34.45124855067115
201,28.692250516149215
153,31.18024031771347
110,29.847368725924753
146,25.5934879030101
181,32.9674756511813
150,38.69137790158857
143,34.291294647264294
174,36.98257288977038
200,31.244836584082805
154,32.11780005635228
158,36.68881862645503
105,32.71490784105845
203,31.010724609950557
166,26.509588807122782
175,25.50993127527181
142,27.405089454026893
147,35.19690302503295
116,41.30944863706827
135,34.90649060718715
162,36.92058969417121
119,33.124291483312845
202,25.96311876922846
112,33.44652279885486
123,30.108966710511595
127,29.927470027818345
168,32.20565880544018
167,31.552217180258594
150,24.880664422060363
144,44.89578691299539
150,32.49922332901042
146,31.799290368217044
194,26.29714722884819
139,38.52608424285427
165,28.82843359815888
127,29.066929725930095
101,29.350279111764394
101,29.12003225297667
142,33.058888487285
162,41.653766276314855
126,34.36785880837124
131,35.55232213519048
180,38.39477420807816
185,37.76153057720512
138,29.422652212087996
175,34.45468060625717
130,39.688058882253245
146,34.567400221014395
110,27.835946925915778
175,39.58437737985514
154,33.21152224892285
131,31.581630987813696
157,31.23571902187541
157,29.02492689085193
171,31.281971127842553
170,36.67002239776775
108,35.584709029993974
147,36.50724433537107
174,30.43000893772114
134,36.398084776243195
106,39.19839631440118
173,31.013395327026956
181,39.71535265666898
