score,decision_time
150,5.860203993157484
146,7.020211214083247
144,7.942752586212009
168,6.337915407610126
109,7.380378400790505
165,7.294900032808073
144,6.395990621065721
172,8.759319921140559
183,5.262858521309681
152,6.288567370269448
160,8.121687270933762
139,8.495425889734179
145,9.091342798201367
167,6.088546707876958
144,6.263238229206763
138,7.298560366383754
159,7.512464781641029
169,6.275838989997283
114,9.725316135794856
162,6.132307221181691
190,6.946488423156552
139,7.301920435973443
175,6.764680524123833
152,6.615155199659057
105,8.079224378569052
139,7.664345928351395
172,8.428321485873312
129,7.203908778959885
154,8.526296182652004
182,7.714960002922453
179,7.411371476249769
138,6.1643947314005345
133,8.177425520145334
201,7.62906742177438
158,7.706118269241415
144,5.570104215061292
192,8.589728358085267
127,8.701363074709661
119,8.64357526123058
100,7.797735311090946
114,6.5363228569040075
137,7.631395317730494
136,5.162462964770384
158,7.339274251949973
124,6.218835932901129
139,5.646003350964747
127,7.160702492692508
113,6.835782519192435
116,8.626608763821423
164,6.673228371073492
206,7.2445657992502674
172,6.819617461995222
183,6.481989706167951
170,5.352601440972649
144,7.45970646222122
168,7.449552511912771
168,6.932389385998249
173,7.399050708045252
171,8.546376955579035
112,5.961509880959056
166,5.748002341133542
163,7.622358608176
142,5.573537764023058
132,9.4827076747315
184,8.608527356875129
181,8.645321629010141
158,4.76227233314421
172,7.27511429740116
155,6.74820934177842
149,7.413755466113798
113,6.999753874843009
205,7.502821356174536
128,6.118976882076822
116,6.585755803855136
187,5.4600988468155265
210,9.876420500921085
160,7.1061834811698645
167,7.880426938994788
138,7.00701026909519
102,8.664015708025545
103,7.715532294125296
117,6.447890665149316
129,8.33479343878571
170,6.967648545978591
146,6.4178639008896425
124,7.9352754389401525
132,6.163708326057531
173,6.677494554431178
143,8.143828764557838
146,9.179939926834777
144,7.40117442922201
146,8.091534608975053
165,6.700527364155278
149,7.089104610844515
158,8.213376430911012
118,7.741586659918539
163,7.766312984051183
177,7.008921153261326
140,7.912658257992007
164,7.5469216973287985
180,8.435535580851138
192,5.6387243900680915
189,7.49816174514126
168,7.599810126819648
160,6.2205840988317505
104,7.345837027067319
109,7.129223010968417
193,6.5978070551063865
143,7.3046544482931495
178,7.115416917251423
109,7.4965658482396975
143,5.848017383599654
142,7.52414352458436
140,8.22341992368456
175,5.253388779005036
181,6.129309595911764
144,6.376154387718998
150,8.890997963724658
116,6.383777461829595
117,7.726419556187466
160,7.343116440810263
136,6.546599916997366
198,7.0790646963287145
129,6.7501489645801485
137,7.279719484969974
133,7.827331466251053
182,6.248341404949315
129,7.58403421100229
135,6.219723391695879
150,6.77496173302643
138,6.726413404336199
149,9.74431620084215
204,6.485330831143074
112,6.021250636782497
177,6.331082266289741
160,8.62986788712442
186,9.099690346047282
161,5.344289679080248
171,5.957504033111036
203,8.41626661887858
164,7.402948989067227
164,7.683337640017271
132,9.785488929017447
152,6.793917495757341
100,7.086909161997028
114,5.671639165957458
151,7.397407803218812
152,8.03003277105745
162,7.536785346223041
147,8.747738727950491
145,8.24052434915211
134,7.27965518203564
143,6.742416487890296
163,9.09737022605259
115,7.961155086173676
116,6.030176734901033
148,6.84296941885259
128,7.912381571251899
188,8.542210456216708
110,6.382606452214532
172,7.1098309982335195
153,8.24084756069351
170,5.294858284061775
177,6.773019160493277
130,7.331736584077589
127,6.571845419937745
153,6.235704287653789
177,5.981939008226618
177,6.684054240002297
161,5.908302127965726
115,5.951264507020824
108,7.020483975065872
175,5.2788938952144235
152,6.651596452342346
103,6.994576949742623
119,6.612533632782288
130,6.3881703162333
90,6.110019096871838
149,6.963516200194135
145,7.391033943160437
145,7.069767420180142
152,4.847009598161094
137,6.675457391771488
138,8.91624278074596
169,6.710430721868761
126,5.9323015650734305
130,5.9125824412330985
152,5.831627957872115
138,7.167532410239801
125,7.412328799953684
128,9.05831257184036
130,6.309405979001895
196,6.952126650023274
132,8.071182580082677
133,7.86523149011191
98,9.257943043368869
177,6.122955808183178
130,6.5033687826944515
182,8.08871929475572
139,5.855431339237839
